file,n_fix,view_time_total,sum_fix_dur,fix_dur_mean,fix_dur_median,scanpath_length,bcea_68,bcea_95,participant,image_id,primary_label
P000_id037_person_00100.csv,18,5324.702,4625.967,256.99816666666663,241.3364999999999,1542.2941259191916,48137.98760592932,126678.91475244559,000,037,person
P000_id038_person_00100.csv,15,5463.358,4626.362,308.4241333333333,199.769,1261.4490162132652,19540.365228577208,51422.013759413705,000,038,person
P000_id039_person_00100.csv,24,11048.997,9700.749,404.197875,307.88199999999983,2637.710445146612,62475.163292548175,164408.32445407417,000,039,person
P000_id040_person_00100.csv,23,6772.586,6024.057,261.91552173913044,232.99399999999991,2997.5003695383066,99907.90302937315,262915.5342878241,000,040,person
P000_id041_person_00100.csv,17,6519.481,5620.998,330.6469411764706,299.5079999999998,2270.6258214513296,74706.1502488599,196595.1322338419,000,041,person
P000_id042_person_00100.csv,13,5773.951,5324.576,409.58276923076926,365.9340000000002,2223.8129809783945,94362.8370127062,248323.25529659525,000,042,person
P000_id043_person_00100.csv,21,8733.161,7322.334,348.6825714285714,282.74400000000014,3274.5904889991325,100648.01573713974,264863.19930826244,000,043,person
P000_id044_person_00100.csv,11,5274.848,4658.9710000000005,423.54281818181823,382.65700000000015,1023.7456502224481,53977.66125988089,142046.47699968657,000,044,person
P000_id045_person_00100.csv,17,6639.353,5807.668,341.62752941176467,283.02800000000025,3526.1924580079335,139599.97760750147,367368.3621250038,000,045,person
P000_id046_person_00100.csv,11,6123.241999999999,5290.504,480.9549090909091,415.79,986.2603910858644,16580.31229456102,43632.40077516058,000,046,person
P000_id047_person_00100.csv,12,5025.329,4626.071000000001,385.50591666666674,366.076,1354.8435825193756,32128.442046026412,84548.5317000695,000,047,person
P000_id048_person_00100.csv,23,7965.239,6738.019000000001,292.957347826087,183.2529999999997,2189.0284039159874,44036.5988559612,115885.78646305579,000,048,person
P000_id049_person_00100.csv,19,5857.369,4925.697999999998,259.2472631578946,216.316,2491.8158554527417,104956.26691135454,276200.70239830145,000,049,person
P000_id050_person_00100.csv,15,5225.114,4692.839000000001,312.8559333333334,316.135,2122.5596984524486,109710.96590937005,288713.0681825527,000,050,person
P000_id051_person_00100.csv,21,9567.835,8686.25,413.6309523809524,382.59000000000015,2247.4033325472565,91926.51920296412,241911.89263937928,000,051,person
P000_id052_person_00100.csv,20,6123.651,5558.528,277.9264,266.3079999999999,2172.6329766113345,87333.04297410257,229823.79730026991,000,052,person
P000_id053_person_00100.csv,15,5337.902,4608.92,307.2613333333333,266.099,1584.4404548673785,32580.059313025522,85736.99819217242,000,053,person
P000_id054_person_00100.csv,22,8516.92,7222.231000000001,328.2832272727273,241.421,2218.4831431340135,10871.830455051266,28610.080144871758,000,054,person
P000_id055_person_00100.csv,18,6406.346,5857.5329999999985,325.41849999999994,282.9129999999998,2131.873130965326,94080.2953144517,247579.72451171503,000,055,person
